City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
585,Coquimbo,CL,64.4,broken clouds,-29.9533,-71.3436,Punto de encuentro
586,Sorong,ID,79.65,overcast clouds,-0.8833,131.25,The Waigo Hotel
588,Encruzilhada Do Sul,BR,66.18,clear sky,-30.5439,-52.5219,Conceição Palace Hotel
589,Pandan Niog,PH,81.45,broken clouds,6.2282,120.5631,
591,Vinces,EC,82.4,moderate rain,-1.55,-79.7333,Rizz hotel
592,Koungou,YT,82.4,light rain,-12.7336,45.2042,Villa Netibor
596,Mayumba,GA,78.98,scattered clouds,-3.432,10.6554,LIKWALE LODGE
597,Valparaiso,CL,78.8,clear sky,-33.0393,-71.6273,Hotel Ultramar
598,Amahai,ID,77.04,scattered clouds,-3.3333,128.9167,HOTEL ISABELA
599,Willowmore,ZA,63.7,overcast clouds,-33.2926,23.4895,Jumper's Place
600,Arica,CL,73.4,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
601,Diego De Almagro,CL,80.49,clear sky,-26.3667,-70.05,hotel luna del desierto
602,Tessalit,ML,80.49,overcast clouds,20.1986,1.0114,
604,Hobyo,SO,78.17,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
605,Yala,TH,68.9,broken clouds,6.3333,101.25,งานแต่ง Murnee - Wahid
607,Sechura,PE,83.66,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
608,San Cristobal,VE,86.0,scattered clouds,7.7669,-72.225,Posada Villaven C.A.
609,Xuddur,SO,69.84,few clouds,4.1213,43.8894,Banjanay Hotel
613,Bambanglipuro,ID,75.49,overcast clouds,-7.95,110.2833,Puri Brata
615,Esmeraldas,BR,77.0,scattered clouds,-19.7625,-44.3139,Forasteiro Pousada - Hotel
616,Grand Gaube,MU,80.01,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
618,Lorengau,PG,79.61,moderate rain,-2.0226,147.2712,Lorengau Harbourside Hotel
620,Sembabule,UG,66.7,overcast clouds,-0.0772,31.4567,Rainbow Motel ( Sembabule )
621,Cartagena,CO,86.0,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
623,Trelew,AR,84.45,clear sky,-43.248999999999995,-65.3051,Hotel Touring Club
625,Xam Nua,LA,61.83,overcast clouds,20.4197,104.0439,Xee Wang Guesthouse
629,Rach Gia,VN,75.2,broken clouds,10.0167,105.0833,Nhà Hàng Hòa Giang
630,Itaituba,BR,89.6,scattered clouds,-4.2761,-55.9836,Hotel Campos
631,Ulladulla,AU,64.4,light rain,-35.35,150.4667,Sandpiper Motel
632,Pinheiro Machado,BR,78.01,clear sky,-31.5783,-53.3811,Hotel e Restaurante Quitandinha
637,Formosa Do Rio Preto,BR,76.42,clear sky,-11.0483,-45.1931,Porto Center Hotel
638,Pimenteiras,BR,79.68,broken clouds,-6.2453,-41.4192,Hotel Central
640,Taltal,CL,70.32,few clouds,-25.4,-70.4833,Residencial Karime
641,Dwarka,IN,75.22,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
643,Coahuayana,MX,86.0,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
644,Ruangwa,TZ,70.9,overcast clouds,-10.0667,38.9333,Pivava lodge
647,Saint Anthony,US,60.8,clear sky,45.0205,-93.21799999999999,Holiday Inn Express Roseville-St. Paul
649,Miri,MY,77.0,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
651,Najran,SA,64.4,clear sky,17.4924,44.1277,محمد هادي ال فطيح
652,Beloha,MG,69.96,clear sky,-25.1667,45.05,
653,Celendin,PE,61.09,moderate rain,-6.8703,-78.1517,Villa Madrid
655,Kawalu,ID,72.45,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
656,Jalu,LY,65.77,clear sky,29.0331,21.5482,صاحبة الفخامة
662,Flinders,AU,71.01,scattered clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
663,Klaeng,TH,81.0,broken clouds,12.7797,101.6483,Damrongcheep in Resort
666,Bouar,CF,71.49,broken clouds,5.934,15.595999999999998,Motel de l'UNITE
668,Robertsport,LR,79.97,few clouds,6.7533,-11.3686,Kwepunha Retreat
669,Madison,US,61.0,clear sky,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
670,Agadez,NE,75.6,overcast clouds,19.75,10.25,
673,Sao Joao Da Barra,BR,73.4,moderate rain,-21.6403,-41.0511,Pousada Porto De Canoas
675,Kasongo-Lunda,CD,70.74,light rain,-6.4667,16.8167,
676,Rivera,UY,71.94,clear sky,-30.9053,-55.5508,Hotel Casino & Resort Rivera
680,Camopi,GF,75.61,scattered clouds,3.1655,-52.3158,
681,Yaring,TH,73.42,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
682,Sungaipenuh,ID,63.63,overcast clouds,-2.0833,101.3833,Hotel Jaya Wisata 2
683,Puerto Ayacucho,VE,88.2,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
684,Tanout,NE,76.93,clear sky,14.9709,8.8879,
685,Manaure,CO,86.81,broken clouds,11.7751,-72.4445,Hotel Palaaima
686,Massaguet,TD,80.6,broken clouds,12.4755,15.4365,Alwatane
687,Cowra,AU,62.01,overcast clouds,-33.8333,148.6833,Cowra Motor Inn
689,Watsa,CD,68.92,broken clouds,3.0372,29.5355,Hôtel Le Pacifique
690,Mitchell,US,69.8,clear sky,43.7094,-98.0298,Kelly Inn & Suites
691,Laguna,US,64.99,clear sky,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
692,Lazaro Cardenas,MX,83.39,clear sky,17.9583,-102.2,Hotel Quinta Antigua
693,Necochea,AR,90.09,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
694,San Isidro,PE,80.6,light rain,-12.1167,-77.05,Soul Mate-Inn
697,Waw,SS,80.55,scattered clouds,7.7029,27.9953,Universal Gab Hotel
698,Junction City,US,69.8,clear sky,39.0286,-96.8314,Comfort Inn & Suites Junction City - Near Fort Riley
699,Soe,ID,65.32,few clouds,-9.8607,124.28399999999999,Dena Hotel
701,Makakilo City,US,80.6,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
702,Kismayo,SO,78.01,scattered clouds,-0.3582,42.5454,Agan-Hotel
703,Vila Do Maio,CV,68.0,clear sky,15.1333,-23.2167,Residence 'I Delfini'
704,Isoka,ZM,63.52,light rain,-10.1606,32.6335,Location Compound
706,San Rafael,AR,92.97,few clouds,-34.6177,-68.3301,Hotel San Rafael
707,Colombia,CU,80.6,moderate rain,20.9881,-77.4297,Casa Lazara y Pupi
